14,ἀπικρόχολος,a,aps---cn2-,ἀπικρόχολος ἀπικρόχολος ἀπικρόχολον,,,,,0
14250,α14804,ἀρικύμων,a,aps---cn3n,ἀρικύμων ἀρικύμων ἀρικύμον,,,,,0
14251,α14805,ἄριλλα,n,n-s---fn1s,ἄριλλας,,,,,0
14252,α14806,ἀριμάζω,v,----------,,,,,,0
14253,,Ἀριμασποί,n,----------,,,,,,0
14254,α14807,ἀρίμηλον,n,n-s---nn2-,ἀριμήλου,,,,,0
14257,,Ἄριοι,n,----------,,,,,,0
14259,α14810,ἀρίπικρος,a,----------,,,,,,0
14260,α14811,ἀριπρέπεια,n,n-s---fn1s,ἀριπρέπειας,,,,,0
14261,α14812,ἀριπρεπής,a,aps---cn5s,ἀριπρεπής ἀριπρεπής ἀριπρεπές,,,,,0
14262,α14813,ἀρίπρεπτος,a,aps---cn2-,ἀρίπρεπτος ἀρίπρεπτος ἀρίπρεπτον,,,,,0
14263,α14814,ἄρις,n,----------,,,,,,0
14264,α14815,ἀρίς,v,----------,,,,,,0
14265,α14816,ἀρίσαρον,n,n-s---nn2-,ἀρισάρου,,,,,0
14266,α14817,ἀρίσημος,a,----------,,,,,,0
14267,α14818,ἀρισθάρματος,n,----------,,,,,,0
14268,α14819,ἀρισκυδής,a,----------,,,,,,0
14269,α14820,ἀρίσπης,n,----------,,,,,,0
14270,α14821,ἀρίσταθλος,n,----------,,,,,,0
14271,,Ἀρισταῖος,n,n-s---mn2-,Ἀρισταίου,,,/a.ris.tái̯.os/,,0
14272,α14822,ἀρισταλκής,n,----------,,,,,,0
14274,α14823,ἀρισταρχέω,v,----------,,,,,,0
14275,α14824,ἀριστάφυλος,a,----------,,,,,,0
14276,α14825,ἀριστάω,v,----------,,,,,,0
14277,α14827,ἀριστεία,n,n-s---fn1l,ἀριστείας,,,,,0
14278,α14826,ἀριστεῖα,n,n-p---nn2-,ἀριστείων,,,,,0
14279,α14828,ἀριστεῖος,a,----------,,,,,,0
14280,α14829,ἀριστεραχόθεν,r,----------,,,,,,0
14281,α14830,ἀριστερεών,n,n-s---fn3n,ἀριστερεῶνος,,,,,0
14282,α14831,ἀριστερομάχος,a,----------,,,,,,0
14283,α14832,ἀριστερόπηρος,a,aps---cn2-,ἀριστερόπηρος ἀριστερόπηρος ἀριστερόπηρον,,,,,0
14284,α14833,ἀριστερός,a,aps---mn1-,ἀριστερός ἀριστερά ἀριστερόν,,,/a.ris.te.rós/,,0
14285,α14834,ἀριστεροστάτης,a,----------,,,,,,0
14286,α14835,ἀριστερόφιν,n,----------,,,,,,0
14287,α14836,ἀριστερόχειρ,a,----------,,,,,,0
14288,α14837,ἀρίστευμα,n,----------,,,,,,0
14289,α14838,ἀριστεύς,n,n-s---mn3v,ἀριστέως,,,,,0
14290,α14839,ἀριστευτής,n,n-s---mn1e,ἀριστευτού,,,,,0
14292,α14841,ἀριστεύω,v,----------,,,,,,0
14293,α14842,ἀριστέφανος,r,----------,,,,,,0
14294,α14843,ἀριστήρ,n,n-s---mn3r,ἀριστῆρος,,,,,0
14295,α14844,ἀριστητήριον,n,n-s---nn2-,ἀριστητηρίου,,,,,0
14296,α14845,ἀριστητής,n,n-s---mn1e,ἀριστητού,,,,,0
14297,α14846,ἀριστητικός,a,aps---mn1-,ἀριστητικός ἀριστητική ἀριστητικόν,,,,,0
14298,α14847,ἀριστίζω,v,----------,,,,,,0
14299,α14848,ἀριστίνδας,n,----------,,,,,,0
14300,α14849,ἀριστίνδην,r,----------,,,,,,0
14301,α14850,ἀριστόβιος,a,----------,,,,,,0
14302,α14851,ἀριστόβουλος,a,aps---mn1-,ἀριστόβουλος ἀριστοβούλη ἀριστόβουλον,,,,,0
14303,α14852,ἀριστογαλατίας,n,n-s---mn1a,ἀριστογαλατίου,,,,,0
14304,α14853,ἀριστογένεθλος,a,aps---cn2-,ἀριστογένεθλος ἀριστογένεθλος ἀριστογένεθλον,,,,,0
14305,α14854,ἀριστογόνος,a,aps---cn2-,ἀριστογόνος ἀριστογόνος ἀριστογόνον,,,,,0
14306,α14855,ἀριστόδειπνον,n,n-s---nn2-,ἀριστοδείπνου,,,,,0
14307,α14856,ἀριστόκαρπος,n,----------,,,,,,0
14308,α14857,ἀριστοκρατέομαι,v,----------,,,,,,0
14311,α14860,ἀριστοκρατικός,a,aps---mn1-,ἀριστοκρατικός ἀριστοκρατική ἀριστοκρατικόν,,,,,0
14312,α14861,ἀριστολόχεια,n,n-s---fn1s,,,,,,0
14313,α14862,ἀριστολόχιος,n,----------,,,,,,0
14314,α14863,ἀριστόλοχος,a,aps---cn2-,ἀριστόλοχος ἀριστόλοχος ἀριστόλοχον,,,,,0
14315,α14864,ἀριστόμαντις,n,n-s---mn3c,ἀριστομάντεως,,,,,0
14316,α14865,ἀριστομάχος,n,----------,,,,,,0
14317,α14866,ἄριστον,n,n-s---nn2-,ἀρίστου,,,/ǎː.riːs.ton/,,0
14318,α14867,ἀριστόνικος,a,----------,,,,,,0
14319,α14868,ἀριστονομία,n,n-s---fn1l,ἀριστονομίας,,,,,0
14320,α14869,ἀριστόνοος,a,aps---cn2-,ἀριστόνοος ἀριστόνοος ἀριστόνοον,,,,,0
14321,α14870,ἀριστοπάλας,r,----------,,,,,,0
14322,α14871,ἀριστοπάτρα,n,n-s---fn1l,ἀριστοπάτρας,,,,,0
14323,α14872,ἀριστοποιέω,v,----------,,,,,,0
14324,α14873,ἀριστοποιί̈α,n,n-s---fn1l,ἀριστοποιί̈ας,,,,,0
14325,α14874,ἀριστοπολιτευτής,n,----------,,,,,,0
14326,α14875,ἀριστοπόνος,a,aps---cn2-,ἀριστοπόνος ἀριστοπόνος ἀριστοπόνον,,,,,0
14327,α14876,ἀριστοπόσεια,n,n-s---fn1s,ἀριστοπόσειας,,,,,0
14328,α14877,ἀριστοπραγέω,v,----------,,,,,,0
14329,α14878,ἄριστος,a,ass---mn1-,ἄριστος ἀρίστη ἄριστον,,,/á.ris.tos/,,0
14330,α14879,ἀριστοσαλπιγκτής,r,----------,,,,,,0
14332,,Ἀριστοτελίζω,v,----------,,,,,,0
14333,α14881,ἀριστοτέχνης,n,n-s---mn1e,ἀριστοτέχνου,,,,,0
14334,α14882,ἀριστοτόκος,a,aps---cn2-,ἀριστοτόκος ἀριστοτόκος ἀριστοτόκον,,,,,0
14335,,Ἀριστοφάνειος,a,aps---mn1-,Ἀριστοφάνειος Ἀριστοφανεία Ἀριστοφάνειον,,,/a.ris.to.pʰá.neː.os/,,0
14336,α14883,ἀριστοφόρον,n,n-s---nn2-,ἀριστοφόρου,,,,,0
14337,α14884,ἀριστοφυής,n,----------,,,,,,0
14338,α14885,ἀριστόχαλκος,a,aps---cn2-,ἀριστόχαλκος ἀριστόχαλκος ἀριστόχαλκον,,,,,0
14339,α14886,ἀριστόχειρ,n,----------,,,,,,0
14340,α14887,ἀριστοχειρουργός,n,----------,,,,,,0
14341,α14888,ἀριστώδιν,n,----------,,,,,,0
14342,α14889,ἀρισφαλής,a,----------,,,,,,0
14343,α14890,ἀρίτιμος,a,aps---cn2-,ἀρίτιμος ἀρίτιμος ἀρίτιμον,,,,,0
14344,α14891,ἀριτριλλίς,n,----------,,,,,,0
14345,α14892,ἀριφραδής,a,----------,,,,,,0
14346,α14893,ἀρίφρων,a,aps---cn3n,ἀρίφρων ἀρίφρων ἀρίφρον,,,,,0
14347,,Ἀρκαδάρχης,n,n-s---mn1e,Ἀρκαδάρχου,,,,,0
14348,,Ἀρκαδίζω,v,----------,,,,,,0
14349,α14894,ἄρκαλα,n,----------,,,,,,0
14350,α14895,ἀρκαρικός,a,aps---mn1-,ἀρκαρικός ἀρκαρική ἀρκαρικόν,,,,,0
14351,α14896,ἀρκάριος,n,n-s---mn2-,ἀρκαρίου,,,,,0
14352,,Ἀρκαδία,n,n-s---fn1l,Ἀρκαδίας,,,/ar.ka.dí.aː/,,0
14353,α14803,ἀριίηθεν,a,aps---mn1-,ἀριίηθεν ἀριίηθή ἀριίηθόν,,,,,0
14354,α14897,ἀρκεθέωρος,n,----------,,,,,,0
14355,α14898,ἄρκειος,a,aps---mn1-,ἄρκειος ἄρκεια ἄρκειον,,,,,0
14356,α14899,ἀρκεόντως,a,----------,,,,,,0
14465,α15001,ἁρμοκόπος,n,----------,,,,,,0
14359,α14902,ἀρκέσιμος,a,aps---mn1-,ἀρκέσιμος ἀρκεσίμη ἀρκέσιμον,,,,,0
14360,α14903,ἄρκεσις,n,n-s---fn3v,ἀρκεσέως,,,,,0
14361,α14904,ἄρκεσμα,n,n-s---nn3t,ἀρκέσματος,,,,,0
14362,α14905,ἀρκετός,a,aps---mn1-,ἀρκετός ἀρκετή ἀρκετόν,,,,,0
14363,α14906,ἀρκευθιδίτης,a,----------,,,,,,0
14365,α14908,ἀρκευθίς,n,n-s---fn3d,ἀρκευθίδος,,,,,0
14366,α14909,ἄρκευθος,n,n-s---fn2-,ἀρκεύθου,,,/ár.keu̯.tʰos/,,0
14367,α14910,ἀρκέω,v,----------,,,,/ar.ké.ɔː/,,0
14368,α14911,ἄρκη,n,n-s---fn1e,ἄρκης,,,,,0
14369,α14912,ἄρκηλα,n,----------,,,,,,0
14370,α14913,ἄρκηλος,n,n-s---mn2-,ἀρκήλου,,,,,0
14371,α14914,ἀρκίθεωρος,n,----------,,,,,,0
14372,α14915,ἄρκιλος,n,n-s---mn2-,ἀρκίλου,,,,,0
14373,α14916,ἄρκιον,n,n-s---nn2-,ἀρκίου,,,,,0
14375,α14918,ἄρκιος,n,----------,,,,,,0
14376,α14920,ἄρκος,n,----------,,,,,,0
14377,α14919,ἄρκος,n,n-s---cn2-,ἄρκου,,,,,0
14378,α14921,ἀρκούντως,n,----------,,,,,,0
14379,α14922,ἀρκόφθαλμον,n,----------,,,,,,0
14380,α14924,ἄρκτειος,a,aps---mn1-,ἄρκτειος ἄρκτεια ἄρκτειον,,,,,0
14381,α14925,ἀρκτέον,v,----------,,,,,,0
14382,α14926,ἀρκτεύω,v,----------,,,,,,0
14383,α14923,ἀρκτῆ,n,----------,,,,,,0
14384,α14927,ἀρκτικός,a,----------,,,,,,0
14385,α14928,ἀρκτικός,a,----------,,,,,,0
14386,α14929,ἀρκτικός,a,aps---mn1-,ἀρκτικός ἀρκτική ἀρκτικόν,,,,,0
14387,α14930,ἄρκτιον,n,n-s---nn2-,ἀρκτίου,,,,,0
14388,α14931,ἄρκτιος,a,aps---cn2-,ἄρκτιος ἄρκτιος ἄρκτιον,,,,,0
14390,α14933,ἄρκτος,n,n-s---fn2-,ἄρκτου,,,/árk.tos/,,0
14391,α14935,ἀρκτοτρόφος,a,aps---cn2-,ἀρκτοτρόφος ἀρκτοτρόφος ἀρκτοτρόφον,,,,,0
14392,,Ἀρκτοῦρος,n,,Ἀρκτούρου,,,/ark.tôː.ros/,,0
14393,,Ἀρκτοφύλαξ,n,----------,,,,,,0
14394,,Ἀρκτόχειρ,n,----------,,,,,,0
14395,α14936,ἀρκτύλος,n,n-s---mn2-,ἀρκτύλου,,,,,0
14396,α14934,ἀρκτῷος,a,aps---mn1-,ἀρκτῷος ἀρκτῷα ἀρκτῷον,,,,,0
14397,α14937,ἄρκυια,n,----------,,,,,,0
14398,α14938,ἄρκυλλος,n,n-s---mn2-,ἀρκύλλου,,,,,0
14399,α14939,ἀρκυοστασία,n,----------,,,,,,0
14400,α14940,ἄρκυς,n,----------,,,,,,0
14401,α14941,ἀρκυστασία,n,n-s---fn1l,ἀρκυστασίας,,,,,0
14402,α14942,ἀρκύστατος,a,aps---mn1-,ἀρκύστατος ἀρκυστάτη ἀρκύστατον,,,,,0
14403,α14943,ἀρκυωρέω,v,----------,,,,,,0
14404,α14944,ἀρκυωρός,n,----------,,,,,,0
14405,α14947,ἅρμα,n,n-s---nn3t,ἅρματος,,,/hár.ma/,,0
14406,α14945,ἄρμα,n,----------,,,,,,0
14407,α14946,ἄρμα,n,n-s---nn3t,ἄρματος,,,,,0
14408,α14948,ἁρμαλά,n,n-s----n--,,,,,,0
14409,α14949,ἁρμαλιά,n,----------,,,,,,0
14410,α14950,ἁρμαλόομαι,v,----------,,,,,,0
14411,α14951,ἁρμάμαξα,n,n-s---fn1s,ἁρμάμαξας,,,/har.má.mak.sa/,,0
14412,α14952,ἁρμαρίτης,n,n-s---mn1e,ἁρμαρίτου,,,,,0
14466,α15002,ἁρμολογέω,v,----------,,,,,,0
14414,α14954,ἁρματάρακτα,n,n-p---nn2-,ἁρματαράκτων,,,,,0
14415,α14955,ἁρματαρχία,n,n-s---fn1l,ἁρματαρχίας,,,,,0
14417,α14957,ἁρματεύω,v,----------,,,,,,0
14418,α14958,ἁρματηγός,a,aps---cn2-,ἁρματηγός ἁρματηγός ἁρματηγόν,,,,,0
14419,α14959,ἁρματηλασία,n,n-s---fn1l,ἁρματηλασίας,,,,,0
14420,α14960,ἁρματηλατέω,v,----------,,,,,,0
14421,α14961,ἁρματηλάτης,n,n-s---mn1e,ἁρματηλάτου,,,,,0
14422,α14962,ἁρματηλατικός,a,aps---mn1-,ἁρματηλατικός ἁρματηλατική ἁρματηλατικόν,,,,,0
14423,α14963,ἁρματήλατος,a,aps---cn2-,ἁρματήλατος ἁρματήλατος ἁρματήλατον,,,,,0
14424,α14964,ἁρματίζομαι,v,----------,,,,,,0
14425,α14965,ἁρμάτιον,n,n-s---nn2-,ἁρματίου,,,,,0
14426,α14966,ἁρματίτης,n,n-s---mn1e,ἁρματίτου,,,,,0
14427,α14967,ἁρματοδρομέω,v,----------,,,,,,0
14428,α14968,ἁρματοδρομία,n,n-s---fn1l,ἁρματοδρομίας,,,(1 CE Egyptian) IPA: /(h)ar.ma.to.droˈmi.a/,,0
14429,α14969,ἁρματοδρόμος,a,aps---cn2-,ἁρματοδρόμος ἁρματοδρόμος ἁρματοδρόμον,,,,,0
14430,α14970,ἁρματόεις,a,aps---mn4i,ἁρματόεις ἁρματόεσσα ἁρματόεν,,,,,0
14431,α14971,ἁρματόεργος,a,aps---cn2-,ἁρματόεργος ἁρματόεργος ἁρματόεργον,,,,,0
14432,α14972,ἁρματοθεσία,n,n-s---fn1l,ἁρματοθεσίας,,,,,0
14433,α14973,ἁρματόκτυπος,a,----------,,,,,,0
14434,α14974,ἁρματομαχέω,v,----------,,,,,,0
14435,α14975,ἁρματοπηγέω,v,----------,,,,,,0
14437,α14977,ἁρματοπήξ,n,n-s---cn3e,ἁρματοπῆγος,,,,,0
14438,α14978,ἁρματοποιέω,v,----------,,,,,,0
14439,α14979,ἁρματοποιός,a,aps---cn2-,ἁρματοποιός ἁρματοποιός ἁρματοποιόν,,,,,0
14440,α14980,ἁρματοτροφέω,v,----------,,,,,,0
14441,α14981,ἁρματοτροφία,n,n-s---fn1l,ἁρματοτροφίας,,,,,0
14442,α14982,ἁρματοτροχιά,n,n-s---fn1l,ἁρματοτροχιᾶς,,,,,0
14443,α14983,ἁρματωλία,n,n-s---fn1l,ἁρματωλίας,,,,,0
14444,α14984,ἁρμελατέω,v,----------,,,,,,0
14445,α14985,ἁρμελατήρ,n,n-s---mn3r,ἁρμελατῆρος,,,,,0
14446,α14986,ἁρμελάτης,v,----------,,,,,,0
14447,α14987,ἄρμενα,n,n-p---nn2-,ἀρμένων,,,,,0
14448,,Ἀρμενία,n,,,,,/ar.me.ní.aː/,,0
14449,,Ἀρμενιάρχης,n,n-s---mn1e,Ἀρμενιάρχου,,,,,0
14450,,Ἀρμενιστί,r,----------,,,,,,0
14451,α14988,ἀρμενίζω,v,----------,,,,,,0
14452,,Ἀρμένιον,n,n-s---nn2-,Ἀρμενίου,,,,,0
14453,α14989,ἀρμενοθήκη,n,n-s---fn1e,ἀρμενοθήκης,,,,,0
14454,α14990,ἄρμενον,n,----------,,,,,,0
14455,α14991,ἀρμενοποιέω,v,----------,,,,,,0
14456,α14992,ἀρμένος,n,----------,,,,,,0
14457,α14993,ἀρμενοφόρος,n,----------,,,,,,0
14458,α14994,ἁρμή,n,n-s---fn1e,ἁρμῆς,,,,,0
14459,α14996,ἁρμογή,n,n-s---fn1e,ἁρμογῆς,,,,,0
14460,α14997,ἁρμόδιος,a,aps---mn1-,ἁρμόδιος ἁρμόδια ἁρμόδιον,,,,,0
14462,α14999,ἁρμοζόντως,r,----------,,,,,,0
14463,α15000,ἁρμόζω,v,----------,,,,/har.móz.dɔː/,,0
14464,α14995,ἁρμοῖ,r,----------,,,,,,0
14468,α15004,ἁρμολόγος,a,aps---cn2-,ἁρμολόγος ἁρμολόγος ἁρμολόγον,,,,,0
14469,α15005,ἁρμονία,n,n-s---fn1l,ἁρμονίας,,,/har.mo.ní.aː/,,0
14470,,Ἁρμονίδης,n,n-s---mn1e,Ἁρμονίδου,,,,,0
14471,,Ἁρμονίζω,v,----------,,,,,,0
14473,,Ἁρμόνιος,a,aps---cn2-,Ἁρμόνιος Ἁρμόνιος Ἁρμόνιον,,,,,0
14474,,Ἁρμονιώδης,a,aps---cn3s,Ἁρμονιώδης Ἁρμονιώδης Ἁρμονιώ͂δες,,,,,0
14475,α15006,ἁρμοποιός,a,aps---cn2-,ἁρμοποιός ἁρμοποιός ἁρμοποιόν,,,,,0
14476,α15007,ἁρμός,n,n-s---mn2-,ἁρμοῦ,,,/har.mós/,,0
14477,α15008,ἅρμοσις,n,n-s---fn3v,ἁρμοσέως,,,,,0
14478,α15009,ἅρμοσμα,n,n-s---nn3t,ἁρμόσματος,,,,,0
14479,α15010,ἁρμοστέον,v,----------,,,,,,0
14480,α15011,ἁρμοστήρ,n,n-s---mn3r,ἁρμοστῆρος,,,,,0
14481,α15012,ἁρμοστής,n,n-s---mn1e,ἁρμοστού,,,,,0
14482,α15013,ἁρμοστικός,a,aps---mn1-,ἁρμοστικός ἁρμοστική ἁρμοστικόν,,,,,0
14483,α15014,ἁρμοστός,a,aps---mn1-,ἁρμοστός ἁρμοστή ἁρμοστόν,,,,,0
14484,α15015,ἅρμοστρα,n,n-p---nn2-,ἁρμόστρων,,,,,0
14485,α15016,ἁρμόστωρ,n,n-s---mn3r,ἁρμόστορος,,,,,0
14486,α15017,ἁρμόττω,v,----------,,,,,,0
14487,α15018,ἄρμυλα,n,n-p---nn2-,ἀρμύλων,,,,,0
14488,α15019,ἄρνα,n,----------,,,,,,0
14489,α15020,ἀρναβώ,n,----------,,,,,,0
14490,α15021,ἀρνακίς,n,n-s---fn3d,ἀρνακίδος,,,,,0
14491,α15023,ἀρνέα,n,n-s---fn1l,ἀρνέας,,,,,0
14492,α15024,ἄρνειος,a,aps---mn1-,ἄρνειος ἄρνεια ἄρνειον,,,,,0
14493,κ07674,κρέα,n,----------,,,,,,0
14494,α15025,ἀρνειός,n,----------,,,,,,0
14496,α15027,ἀρνέομαι,v,----------,,,,/ar.né.o.mai̯/,,0
14497,α15028,ἀρνεός,n,----------,,,,,,0
14498,α15029,ἀρνευτήρ,n,n-s---mn3r,ἀρνευτῆρος,,,,,0
14499,α15030,ἀρνευτήρια,n,n-p---nn2-,ἀρνευτηρίων,,,,,0
14500,α15031,ἀρνευτής,n,n-s---mn1e,ἀρνευτού,,,,,0
14501,α15032,ἀρνεύω,v,----------,,,,,,0
14502,α15033,ἀρνεώς,n,----------,,,,,,0
14503,α15034,ἀρνηάς,n,n-s---fn3d,ἀρνηάδος,,,,,0
14504,α15035,ἀρνηί̈ς,n,----------,,,,,,0
14505,,Ἀρνῆος,n,----------,,,,,,0
14506,α15036,ἀρνήσιμος,a,aps---cn2-,ἀρνήσιμος ἀρνήσιμος ἀρνήσιμον,,,,,0
14507,α15037,ἄρνησις,n,n-s---fn3v,ἀρνησέως,,,,,0
14508,α15038,ἀρνητέον,a,----------,,,,,,0
14509,α15039,ἀρνητικός,a,aps---mn1-,ἀρνητικός ἀρνητική ἀρνητικόν,,,,,0
14510,α15040,ἀρνίον,n,n-s---nn2-,ἀρνίου,,,/ar.ní.on/,,0
14511,α15041,ἀρνίς,n,n-s---fn3d,ἀρνίδος,,,,,0
14512,α15042,ἀρνόγλωσσον,n,n-s---nn2-,ἀρνογλώσσου,,,,,0
14513,α15043,ἀρνοκόμης,n,n-s---mn1e,ἀρνοκόμου,,,,,0
14514,α15044,ἀρνοπολέμιον,n,n-s---nn2-,ἀρνοπολεμίου,,,,,0
14515,α15045,ἀρνός,n,----------,,,,/ar.nós/,,0
14517,α15047,ἀρνοφάγος,n,----------,,,,,,0
14518,α15048,ἄρνυμαι,v,----------,,,,/ár.ny.mai̯/,,0
14519,α15022,ἀρνῳδός,n,----------,,,,,,0
14520,α15049,ἄρξ,n,----------,,,,,,0
14521,α15050,ἄρξιφος,n,----------,,,,,,0
14522,α15051,ἄροκλον,n,n-s---nn2-,ἀρόκλου,,,,,0
14524,α15053,ἄρον,n,n-s---nn2-,ἄρου,,,,,0
14525,α15054,ἄρος,n,----------,,,,,,0
14526,α15055,ἀρόσιμος,a,----------,,,,,,0
14527,α15056,ἄροσις,n,n-s---fn3v,ἀροσέως,,,,,0
14528,α15057,ἀροσμός,n,----------,,,,,,0
14530,α15059,ἀρότης,n,n-s---mn1e,ἀρότου,,,,,0
14531,α15060,ἀροτήσιος,a,aps---cn2-,ἀροτήσιος ἀροτήσιος ἀροτήσιον,,,,,0
14532,α15061,ἀροτικός,a,aps---mn1-,ἀροτικός ἀροτική ἀροτικόν,,,,,0
14533,α15062,ἄροτος,v,----------,,,,,,0
14534,α15063,ἀροτός,a,aps---mn1-,ἀροτός ἀροτή ἀροτόν,,,,,0
14535,α15064,ἀροτραῖος,a,----------,,,,,,0
14536,α15065,ἀρότρευμα,n,n-s---nn3t,ἀροτρεύματος,,,,,0
14537,α15066,ἀροτρεύς,n,n-s---mn3v,ἀροτρέως,,,,,0
14538,α15067,ἀροτρευτήρ,n,n-s---mn3r,ἀροτρευτῆρος,,,,,0
14539,α15068,ἀροτρεύω,v,----------,,,,,,0
14540,α15069,ἀροτρήτης,n,n-s---mn1e,ἀροτρήτου,,,,,0
14541,α15070,ἀροτριάζω,v,----------,,,,,,0
14542,α15071,ἀροτρίαμα,n,n-s---nn3t,ἀροτριάματος,,,,,0
14544,α15073,ἀροτριασμός,n,----------,,,,,,0
14545,α15074,ἀροτριαστής,n,n-s---mn1e,ἀροτριαστού,,,,,0
14546,α15075,ἀροτριάω,v,----------,,,,,,0
14547,α15076,ἀρότριος,a,aps---cn2-,ἀρότριος ἀρότριος ἀρότριον,,,,,0
14548,α15077,ἀροτριόω,v,----------,,,,,,0
14549,α15078,ἀροτρίτης,n,----------,,,,,,0
14550,α15079,ἀροτροδίαυλος,n,n-s---mn2-,ἀροτροδιαύλου,,,,,0
14552,α15081,ἄροτρον,n,n-s---nn2-,ἀρότρου,,,/á.ro.tron/,,0
14553,α15082,ἀροτροπόνος,a,----------,,,,,,0
14554,α15083,ἀροτρόπους,n,n-s---mn3d,ἀροτρόποδος,,,,,0
14555,α15084,ἀροτροφορέω,v,----------,,,,,,0
14556,α15085,ἀρότται,n,----------,,,,,,0
14557,α15086,ἄρουρα,n,n-s---fn1s,ἄρουρας,,,,,0
14558,α15087,ἀρουραβάτης,n,n-s---mn1e,ἀρουραβάτου,,,,,0
14559,α15088,ἀρουραῖος,a,----------,,,,,,0
14560,α15089,ἀρουρείτης,n,n-s---mn1e,ἀρουρείτου,,,,,0
14561,α15090,ἀρουρηδόν,n,----------,,,,,,0
14562,α15091,ἀρούριον,n,n-s---nn2-,ἀρουρίου,,,,,0
14563,α15092,ἀρουρισμός,n,----------,,,,,,0
14564,α15093,ἀρουρίτης,n,----------,,,,,,0
14565,α15094,ἀρουροπόνος,n,----------,,,,,,0
14566,α15095,ἀρόω,v,----------,,,,/a.ró.ɔː/,,0
14567,α15096,ἁρπάγδην,r,----------,,,,,,0
14568,α15097,ἁρπαγεύς,n,----------,,,,,,0
14570,α15098,ἁρπάγη,n,n-s---fn1e,ἁρπάγης,,,,,0
14571,α15100,ἁρπαγιμαῖος,a,aps---mn1-,ἁρπαγιμαῖος ἁρπαγιμαῖα ἁρπαγιμαῖον,,,,,0
14572,α15101,ἁρπάγιμος,a,aps---mn1-,ἁρπάγιμος ἁρπαγίμη ἁρπάγιμον,,,,,0
14573,α15102,ἁρπάγιον,n,n-s---nn2-,ἁρπαγίου,,,,,0
14574,α15103,ἅρπαγμα,n,n-s---nn3t,ἁρπάγματος,,,,,0
14575,α15104,ἁρπαγμός,n,----------,,,,,,0
14576,α15105,ἅρπαγος,n,n-s---mn2-,ἁρπάγου,,,,,0
14577,α15106,ἁρπάζω,v,----------,,,,/har.páz.dɔː/,,0
14578,α15107,ἁρπάκτειρα,n,n-s---fn1s,ἁρπάκτειρας,,,,,0
14581,α15110,ἁρπακτής,n,n-s---mn1e,ἁρπακτού,,,,,0
14582,α15111,ἁρπακτί,r,----------,,,,,,0
14583,α15112,ἁρπακτικός,a,aps---mn1-,ἁρπακτικός ἁρπακτική ἁρπακτικόν,,,,,0
14584,α15113,ἁρπακτός,a,aps---mn1-,ἁρπακτός ἁρπακτή ἁρπακτόν,,,,,0
14585,α15114,ἁρπακτύς,n,n-s---fn3v,ἁρπακτύος,,,,,0
14586,α15115,ἁρπάλαγος,n,n-s---mn2-,ἁρπαλάγου,,,,,0
14587,α15116,ἁρπαλέος,a,aps---mn1-,ἁρπαλέος ἁρπαλέα ἁρπαλέον,,,,,0
14588,α15117,ἁρπαλίζω,v,----------,,,,,,0
14589,α15118,ἁρπάλιμος,a,aps---mn1-,ἁρπάλιμος ἁρπαλίμη ἁρπάλιμον,,,,,0
14590,α15119,ἁρπάμενος,a,aps---mn1-,ἁρπάμενος ἁρπαμένη ἁρπάμενον,,,,,0
14591,α15120,ἅρπαξ,n,----------,,,,,,0
14592,α15121,ἁρπάξανδρος,a,aps---mn1-,ἁρπάξανδρος ἁρπάξανδρα ἁρπάξανδρον,,,,,0
14593,α15122,ἁρπαξίβιος,a,----------,,,,,,0
14594,α15123,ἁρπαξομίλης,n,n-s---mn1e,ἁρπαξομίλου,,,,,0
14595,α15124,ἅρπασις,n,n-s---fn3v,ἁρπασέως,,,,,0
14596,α15125,ἅρπασμα,n,n-s---nn3t,ἁρπάσματος,,,,,0
14597,α15126,ἁρπασμός,n,----------,,,,,,0
14598,α15127,ἅρπασος,n,n-s---mn2-,ἁρπάσου,,,,,0
14600,α15129,ἁρπάστιον,n,----------,,,,,,0
14601,α15130,ἁρπαστός,a,aps---mn1-,ἁρπαστός ἁρπαστή ἁρπαστόν,,,,,0
14602,α15131,ἁρπεδής,a,aps---cn5s,ἁρπεδής ἁρπεδής ἁρπεδές,,,,,0
14603,α15132,ἁρπεδόεις,a,aps---mn4i,ἁρπεδόεις ἁρπεδόεσσα ἁρπεδόεν,,,,,0
14604,α15133,ἁρπεδονάπται,n,n-p---mn1s,ἁρπεδονάπτων,,,,,0
14605,α15134,ἁρπεδόνη,n,n-s---fn1e,ἁρπεδόνης,,,,,0
14606,α15135,ἁρπεδονίζω,v,----------,,,,,,0
14607,α15136,ἁρπεδών,n,n-s---fn3n,ἁρπεδόνος,,,,,0
14608,α15137,ἅρπεζα,n,n-s---fn1l,ἁρπέζας,,,,,0
14609,α15138,ἅρπη,n,n-s---fn1e,ἅρπης,,,/hár.pɛː/,,0
14610,α15140,ἁρπίς,n,n-s---fn3d,ἁρπῖδος,,,,,0
14611,α15139,ἀρπίαθος,n,----------,,,,,,0
14612,,Ἅρπυιαι,n,n-p---fn1l,Ἁρπυιῶν,,,/hár.pyː.a/,,0
14613,,Ἁρπυιόγουνος,a,aps---cn2-,Ἁρπυιόγουνος Ἁρπυιόγουνος Ἁρπυιόγουνον,,,,,0
14614,,Ἅρπυς,n,----------,,,,,,0
14615,α15141,ἀρρ,n,----------,,,,,,0
14616,α15142,ἀρραβάσσω,v,----------,,,,,,0
