9,πολυκέντητος,a,aps---cn2-,πολυκέντητος πολυκέντητος πολυκέντητον,,,,,0
83889,π10924,προκαταλλάσσομαι,v,----------,,,,,,0
83890,π10925,προκαταλύω,v,----------,,,,,,0
83891,π10926,προκαταμαλάσσω,v,----------,,,,,,0
83892,π10927,προκαταμανθάνω,v,----------,,,,,,0
83893,π10928,προκαταμαντεύομαι,v,----------,,,,,,0
83894,π10929,προκαταναλίσκω,v,----------,,,,,,0
83895,π10930,προκατανίζω,v,----------,,,,,,0
83896,π10931,προκατανοέω,v,----------,,,,,,0
83897,π10932,προκατανομή,n,n-s---fn1e,προκατανομῆς,,,,,0
83898,π10933,προκαταντλέω,v,----------,,,,,,0
83899,π10934,προκατανύσσω,v,----------,,,,,,0
83901,π10936,προκαταπαύω,v,----------,,,,,,0
83902,π10937,προκαταπέμπω,v,----------,,,,,,0
83903,π10938,προκαταπίμπρημι,v,----------,,,,,,0
83904,π10939,προκαταπίνω,v,----------,,,,,,0
83905,π10940,προκαταπίπτω,v,----------,,,,,,0
83906,π10941,προκαταπλάσσω,v,----------,,,,,,0
83907,π10942,προκαταπλέω,v,----------,,,,,,0
83908,π10943,προκαταπλήσσω,v,----------,,,,,,0
83909,π10944,προκαταπονέω,v,----------,,,,,,0
83910,π10945,προκάταργμα,n,n-s---nn3t,προκατάργματος,,,,,0
83911,π10946,προκαταριθμέω,v,----------,,,,,,0
83913,π10948,προκάταρξις,n,n-s---fn3v,προκαταρξέως,,,,,0
83914,π10949,προκαταρρήγνυμι,v,----------,,,,,,0
83915,π10950,προκαταρτίζω,v,----------,,,,,,0
83916,π10951,προκαταρτύω,v,----------,,,,,,0
83917,π10952,προκαταρχή,n,n-s---fn1e,προκαταρχῆς,,,,,0
83918,π10953,προκατάρχης,n,n-s---mn1e,προκατάρχου,,,,,0
83919,π10954,προκατάρχω,v,----------,,,,,,0
83920,π10955,προκατασείω,v,----------,,,,,,0
83921,π10956,προκατασκέπτομαι,v,----------,,,,,,0
83922,π10957,προκατασκευάξω,v,----------,,,,,,0
83923,π10958,προκατασκεύασμα,n,n-s---nn3t,προκατασκευάσματος,,,,,0
83924,π10959,προκατασκευαστικός,a,aps---mn1-,προκατασκευαστικός προκατασκευαστική προκατασκευαστικόν,,,,,0
83925,π10960,προκατασκευή,n,n-s---fn1e,προκατασκευῆς,,,,,0
83926,π10961,προκατασκιρρόομαι,v,----------,,,,,,0
83927,π10962,προκατασπείρω,v,----------,,,,,,0
83928,π10963,προκατάστασις,n,n-s---fn3v,προκαταστασέως,,,,,0
83929,π10964,προκαταστατικός,a,aps---mn1-,προκαταστατικός προκαταστατική προκαταστατικόν,,,,,0
83930,π10965,προκαταστέλλω,v,----------,,,,,,0
83931,π10966,προκαταστοχάζομαι,v,----------,,,,,,0
83932,π10967,προκαταστρέφω,v,----------,,,,,,0
83933,π10968,προκαταστροφή,n,n-s---fn1e,προκαταστροφῆς,,,,,0
83934,π10969,προκατασύρω,v,----------,,,,,,0
83935,π10970,προκατασφάζω,v,----------,,,,,,0
83936,π10971,προκατασχάζω,v,----------,,,,,,0
83937,π10972,προκαταταράσσω,v,----------,,,,,,0
83938,π10973,προκαταταχέω,v,----------,,,,,,0
83939,π10974,προκατατίθημι,v,----------,,,,,,0
83940,π10975,προκατατρίβω,v,----------,,,,,,0
83941,π10976,προκαταυλέω,v,----------,,,,,,0
83943,π10978,προκαταφέρομαι,v,----------,,,,,,0
83944,π10979,προκαταφεύγω,v,----------,,,,,,0
83945,π10980,προκαταφθείρω,v,----------,,,,,,0
83946,π10981,προκαταφορά,n,n-s---fn1l,προκαταφορᾶς,,,,,0
83947,π10982,προκαταχέω,v,----------,,,,,,0
83948,π10983,προκαταχράομαι,v,----------,,,,,,0
83949,π10984,προκαταχρίω,v,----------,,,,,,0
83950,π10985,προκαταχωρίζω,v,----------,,,,,,0
83951,π10986,προκαταψάω,v,----------,,,,,,0
83953,π10988,πρόκατε,n,----------,,,,,,0
83954,π10989,προκατεγγυάω,v,----------,,,,,,0
83956,π10991,προκατελίσσω,v,----------,,,,,,0
83957,π10992,προκατελπίζω,v,----------,,,,,,0
83958,π10993,προκατεπείγω,v,----------,,,,,,0
83959,π10994,προκατεργάζομαι,v,----------,,,,,,0
83960,π10995,προκατέρχομαι,v,----------,,,,,,0
83961,π10996,προκατεσθίω,v,----------,,,,,,0
83962,π10997,προκατεύχομαι,v,----------,,,,,,0
83963,π10998,προκατέχω,v,----------,,,,,,0
83964,π10999,προκατηγορέω,v,----------,,,,,,0
83965,π11000,προκατηγορία,n,n-s---fn1l,προκατηγορίας,,,,,0
83966,π11001,προκατηχέω,v,----------,,,,,,0
83967,π11002,προκατήχησις,n,n-s---fn3v,προκατηχησέως,,,,,0
83968,π11003,προκατισχνόομαι,v,----------,,,,,,0
83969,π11004,προκατοδύρομαι,v,----------,,,,,,0
83970,π11005,προκατοικέω,v,----------,,,,,,0
83971,π11006,προκατονομάξω,v,----------,,,,,,0
83973,π11008,προκατοπτεύω,v,----------,,,,,,0
83974,π11009,προκατορθόω,v,----------,,,,,,0
83975,π11010,προκατορρωδέω,v,----------,,,,,,0
83976,π11011,προκατορυγμός,n,----------,,,,,,0
83977,π11012,προκατόψομαι,v,----------,,,,,,0
83978,π11013,πρόκαυσις,n,n-s---fn3v,προκαυσέως,,,,,0
83979,π11014,προκαυτεύω,v,----------,,,,,,0
83980,π11015,πρόκειμαι,v,----------,,,,,,0
83981,π11016,προκέλευθος,a,aps---cn2-,προκέλευθος προκέλευθος προκέλευθον,,,,,0
83982,π11017,προκελευσματικός,n,----------,,,,,,0
83983,π11018,προκελεύω,v,----------,,,,,,0
83984,π11019,προκενεαγγέω,v,----------,,,,,,0
83985,π11020,προκενόω,v,----------,,,,,,0
83986,π11021,προκεντέω,v,----------,,,,,,0
83988,π11023,προκενωτέον,a,----------,,,,,,0
83989,π11024,προκέφαλος,a,aps---cn2-,προκέφαλος προκέφαλος προκέφαλον,,,,,0
83990,π11025,προκηδεύω,v,----------,,,,,,0
83991,π11026,προκήδομαι,v,----------,,,,,,0
83992,π11027,προκηραίνω,v,----------,,,,,,0
83993,π11028,προκήρυγμα,n,n-s---nn3t,προκηρύγματος,,,,,0
83994,π11029,προκηρυκεύομαι,v,----------,,,,,,0
83995,π11030,προκήρυξις,n,n-s---fn3v,προκηρυξέως,,,,,0
83996,π11031,προκηρύσσω,v,----------,,,,,,0
83997,π11032,προκιθάρισμα,n,n-s---nn3t,προκιθαρίσματος,,,,,0
83998,π11033,προκιθώνιον,n,n-s---nn2-,προκιθωνίου,,,,,0
83999,π11034,προκινδυνεύω,v,----------,,,,,,0
84000,π11035,προκινέω,v,----------,,,,,,0
84001,π11036,προκινησία,n,n-s---fn1l,προκινησίας,,,,,0
84002,π11037,προκιόνιον,n,----------,,,,,,0
84003,π11038,προκισηρίζω,v,----------,,,,,,0
84004,π11039,προκιχράω,v,----------,,,,,,0
84005,π11040,προκλαίω,v,----------,,,,,,0
84007,π11042,προκλέπτομαι,v,----------,,,,,,0
84009,π11044,προκληδονίζομαι,v,----------,,,,,,0
84010,π11045,πρόκληροι,n,n-p---mn2-,προκλήρων,,,,,0
84011,π11046,προκληρονομέω,v,----------,,,,,,0
84012,π11047,προκληρόω,v,----------,,,,,,0
84013,π11048,προκλησία,n,n-s---fn1l,προκλησίας,,,,,0
84014,π11049,πρόκλησις,n,----------,,,,,,0
84016,π11051,προκλητής,n,n-s---mn1e,προκλητού,,,,,0
84017,π11052,προκλητικός,a,aps---mn1-,προκλητικός προκλητική προκλητικόν,,,,,0
84018,π11053,πρόκλητος,a,aps---cn2-,πρόκλητος πρόκλητος πρόκλητον,,,,,0
84019,π11054,προκλίνω,v,----------,,,,,,0
84020,π11055,προκλίτης,n,n-s---mn1e,προκλίτου,,,,,0
84021,π11056,προκλύζω,v,----------,,,,,,0
84022,π11057,πρόκλυτος,a,aps---cn2-,πρόκλυτος πρόκλυτος πρόκλυτον,,,,,0
84023,π11058,προκλύω,v,----------,,,,,,0
84024,π11059,προκνήμιον,n,----------,,,,,,0
84025,π11060,προκνημίς,n,n-s---fn3d,προκνημῖδος,,,,,0
84026,π11061,προκνίς,n,n-s---fn3d,προκνίδος,,,,,0
84028,π11063,προκοιλαίνω,v,----------,,,,,,0
84029,π11064,προκοίλιος,a,aps---cn2-,προκοίλιος προκοίλιος προκοίλιον,,,,,0
84030,π11065,πρόκοιλος,a,aps---cn2-,πρόκοιλος πρόκοιλος πρόκοιλον,,,,,0
84031,π11066,προκοιμάομαι,v,----------,,,,,,0
84032,π11067,προκοιτέω,v,----------,,,,,,0
84033,π11068,προκοιτία,n,n-s---fn1l,προκοιτίας,,,,,0
84034,π11069,πρόκοιτος,n,n-s---mn2-,προκοίτου,,,,,0
84035,π11070,προκοιτών,n,n-s---mn3n,προκοιτῶνος,,,,,0
84036,π11071,προκολάζω,v,----------,,,,,,0
84037,π11072,προκολακεύω,v,----------,,,,,,0
84038,π11073,προκόλπιον,n,n-s---nn2-,προκολπίου,,,,,0
84039,π11074,πρόκολπος,a,aps---cn2-,πρόκολπος πρόκολπος πρόκολπον,,,,,0
84040,π11075,προκομία,n,n-s---fn1l,προκομίας,,,,,0
84041,π11076,προκομιδ,n,----------,,,,,,0
84042,π11077,προκομίζω,v,----------,,,,,,0
84043,π11078,προκόμιον,n,n-s---nn2-,προκομίου,,,,,0
84044,π11079,προκόμισμα,n,----------,,,,,,0
84045,π11080,πρόκομμα,n,n-s---nn3t,προκόμματος,,,,,0
84046,π11081,προκόνδυλοι,n,----------,,,,,,0
84047,π11082,προκοπή,n,n-s---fn1e,προκοπῆς,,,/pro.ko.pɛ̌ː/,,0
84048,π11083,προκοπιάω,v,----------,,,,,,0
84049,π11084,πρόκοπος,n,----------,,,,,,0
84050,π11085,προκόπτας,n,n-s---mn1a,προκόπτου,,,,,0
84052,π11087,προκόπτω,v,----------,,,,,,0
84053,π11088,πρόκορμος,n,----------,,,,,,0
84054,π11089,προκόσμημα,n,n-s---nn3t,προκοσμήματος,,,,,0
84055,π11090,προκοσμητεύω,v,----------,,,,,,0
84056,π11091,προκόσμιον,n,n-s---nn2-,προκοσμίου,,,,,0
84057,π11092,προκόσμιος,a,aps---cn2-,προκόσμιος προκόσμιος προκόσμιον,,,,,0
84058,π11093,προκόττα,n,n-s---fn1l,προκόττας,,,,,0
84059,π11094,πρόκουρος,a,aps---cn2-,πρόκουρος πρόκουρος πρόκουρον,,,,,0
84060,π11095,πρόκοψις,n,n-s---fn3v,προκοψέως,,,,,0
84061,π11096,πρόκρανος,a,aps---cn2-,πρόκρανος πρόκρανος πρόκρανον,,,,,0
84065,π11100,πρόκριμα,n,n-s---nn3t,προκρίματος,,,,,0
84066,π11101,προκριματίζω,v,----------,,,,,,0
84067,π11102,προκρίνω,v,----------,,,,,,0
84068,π11103,πρόκρις,n,----------,,,,,,0
84069,π11104,πρόκρισις,n,n-s---fn3v,προκρισέως,,,,,0
84070,π11105,προκριτέος,a,aps---mn1-,προκριτέος προκριτέα προκριτέον,,,,,0
84071,π11106,προκριτής,n,n-s---mn1e,προκριτού,,,,,0
84072,π11107,προκριτικός,a,aps---mn1-,προκριτικός προκριτική προκριτικόν,,,,,0
84073,π11108,πρόκριτος,a,aps---cn2-,πρόκριτος πρόκριτος πρόκριτον,,,,,0
84074,π11109,πρόκροον,n,----------,,,,,,0
84075,π11110,πρόκροσσοι,a,----------,,,,,,0
84076,π11111,πρόκρουμα,n,n-s---nn3t,προκρούματος,,,,,0
84077,π11112,πρόκρουσις,n,n-s---fn3v,προκρουσέως,,,,,0
84078,π11113,προκρούω,v,----------,,,,,,0
84079,π11114,προκρύπτω,v,----------,,,,,,0
84080,π11115,προκτάομαι,v,----------,,,,,,0
84081,π11116,προκτενίξω,v,----------,,,,,,0
84082,π11117,πρόκτησις,n,n-s---fn3v,προκτησέως,,,,,0
84083,π11118,προκτητικός,a,aps---mn1-,προκτητικός προκτητική προκτητικόν,,,,,0
84084,π11119,προκτήτρια,n,n-s---fn1s,προκτήτριας,,,,,0
84085,π11120,προκτήτωρ,n,n-s---mn3r,προκτήτορος,,,,,0
84086,π11121,προκυβερνάω,v,----------,,,,,,0
84087,π11122,προκυέω,v,----------,,,,,,0
84088,π11123,προκυκλέω,v,----------,,,,,,0
84090,π11125,προκυκλίς,n,n-s---fn3d,προκυκλίδος,,,,,0
84091,π11126,προκυλινδέομαι,v,----------,,,,,,0
84092,π11127,προκυλίνδομαι,v,----------,,,,,,0
84093,π11128,προκύλισις,n,n-s---fn3v,προκυλισέως,,,,,0
84094,π11129,προκυλισμός,n,----------,,,,,,0
84095,π11130,προκυμία,n,n-s---fn1l,προκυμίας,,,,,0
84096,π11131,προκυνέω,v,----------,,,,,,0
84097,π11132,προκυνηγία,n,n-s---fn1l,προκυνηγίας,,,,,0
84098,π11133,προκύνητος,n,----------,,,,,,0
84099,π11134,προκύπτω,v,v1spia--1-,,,,,,0
84100,π11135,προκυρόομαι,v,----------,,,,,,0
84101,π11136,πρόκυρτος,a,aps---cn2-,πρόκυρτος πρόκυρτος πρόκυρτον,,,,,0
84102,π11137,πρόκυψις,n,n-s---fn3v,προκυψέως,,,,,0
84103,,Προκύων,n,,,,,/pro.ký.ɔːn/,,0
84104,π11138,προκωδωνίξω,v,----------,,,,,,0
84105,π11139,προκώλυμα,n,n-s---nn3t,προκωλύματος,,,,,0
84106,π11140,προκώμιον,n,n-s---nn2-,προκωμίου,,,,,0
84107,π11141,προκωμογραμματεύς,n,n-s---mn3v,προκωμογραμματέως,,,,,0
84108,π11142,προκώνια,a,----------,,,,,,0
84109,π11143,προκωνίαι,n,----------,,,,,,0
84110,π11144,πρόκωπος,a,aps---cn2-,πρόκωπος πρόκωπος πρόκωπον,,,,,0
84111,π11145,προλαβή,n,n-s---fn1e,προλαβῆς,,,,,0
84112,π11146,προλαβόντως,r,----------,,,,,,0
84113,π11147,προλαγχάνω,v,----------,,,,,,0
84114,π11148,προλάζυμαι,v,----------,,,,,,0
84115,π11149,προλάκκιον,n,n-s---nn2-,προλακκίου,,,,,0
84116,π11150,προλαλέω,v,----------,,,,,,0
84118,π11152,πρόλαλος,a,aps---cn2-,πρόλαλος πρόλαλος πρόλαλον,,,,,0
84119,π11153,προλαμβάνω,v,----------,,,,,,0
84120,π11154,προλάμπω,v,----------,,,,,,0
84121,π11155,πρόλαχος,n,n-s---nn3v,πρόλαχεος,,,,,0
84122,π11156,προλεαίνω,v,----------,,,,,,0
84123,π11157,προλέγω,v,----------,,,,,,0
84125,π11160,προλειόω,v,----------,,,,,,0
84126,π11161,προλείπω,v,----------,,,,,,0
84127,π11162,πρόλειψις,n,----------,,,,,,0
84128,π11158,πρόλεζις,n,n-s---fn3v,προλεζέως,,,,,0
84129,π11163,προλεπτύνω,v,----------,,,,,,0
84130,π11164,προλεσχηνεύομαι,v,----------,,,,,,0
84131,π11165,πρόλεσχος,a,aps---cn2-,πρόλεσχος πρόλεσχος πρόλεσχον,,,,,0
84132,π11166,προλευκαίνω,v,----------,,,,,,0
84133,π11167,προλεύσσω,v,----------,,,,,,0
84134,π11168,πρόλημμα,n,----------,,,,,,0
84135,π11169,προλημματίζω,v,----------,,,,,,0
84136,π11170,προλήνιον,n,n-s---nn2-,προληνίου,,,,,0
84137,π11171,προληπτέον,v,----------,,,,,,0
84139,π11173,πρόληψις,n,n-s---fn3v,προληψέως,,,/pró.lɛːp.sis/,,0
84140,π11174,προλιβανωτίζω,v,----------,,,,,,0
84141,π11175,προλιμνάζω,v,----------,,,,,,0
84142,π11176,προλιμνάς,n,n-s---fn3d,προλιμνάδος,,,,,0
84143,π11177,προλιμοκτονέομαι,v,----------,,,,,,0
84144,π11179,προλιπαίνω,v,----------,,,,,,0
84145,π11180,προλιχνεύομαι,v,----------,,,,,,0
84146,π11181,προλόβιον,n,n-s---nn2-,προλοβίου,,,,,0
84147,π11182,πρόλοβος,n,n-s---mn2-,προλόβου,,,,,0
84149,π11184,προλογέω,v,----------,,,,,,0
84150,π11186,προλογία,n,n-s---fn1l,προλογίας,,,,,0
84151,π11185,προλόγια,n,n-p---nn2-,προλογίων,,,,,0
84152,π11187,προλογίζω,v,----------,,,,,,0
84153,π11188,προλογισμός,n,----------,,,,,,0
84154,π11189,πρόλογος,n,n-s---mn2-,προλόγου,,,/pró.lo.ɡos/,,0
84155,π11190,πρόλοιπον,n,n-s---nn2-,προλοίπου,,,,,0
84156,π11191,προλούω,v,----------,,,,,,0
84157,π11192,προλοχίζω,v,----------,,,,,,0
84158,π11193,προλοχισμός,n,----------,,,,,,0
84159,π11196,προλυμαίνομαι,v,----------,,,,,,0
84160,π11194,προλυέομαι,v,----------,,,,,,0
84162,π11197,προλυσσάω,v,----------,,,,,,0
84163,π11198,προλύται,n,----------,,,,,,0
84164,π11199,προλύω,v,----------,,,,,,0
84165,π11200,προλωβάομαι,v,----------,,,,,,0
84166,π11201,προμάθεια,n,----------,,,,,,0
84167,π11202,πρόμακρος,a,aps---cn2-,πρόμακρος πρόμακρος πρόμακρον,,,,,0
84168,π11203,προμάλαγγες,n,----------,,,,,,0
84169,π11204,προμαλακτήριον,n,n-s---nn2-,προμαλακτηρίου,,,,,0
84170,π11205,προμαλακύνω,v,----------,,,,,,0
84171,π11206,προμάλαξις,n,n-s---fn3v,προμαλαξέως,,,,,0
84172,π11207,προμαλάσσω,v,----------,,,,,,0
84173,π11208,πρόμαλος,n,----------,,,,,,0
84175,π11210,προμανθάνω,v,----------,,,,,,0
84176,π11211,προμαντεία,n,----------,,,,,,0
84177,π11214,προμαντηί̈α,n,n-s---fn1l,προμαντηί̈ας,,,,,0
84178,π11212,προμάντευμα,n,n-s---nn3t,προμαντεύματος,,,,,0
84179,π11213,προμαντεύομαι,v,----------,,,,,,0
84180,π11215,προμάντιον,n,n-s---nn2-,προμαντίου,,,,,0
84181,π11216,πρόμαντις,n,----------,,,,,,0
84182,π11217,προμαντίων,n,----------,,,,,,0
84183,π11218,προμάξιμον,n,n-s---nn2-,προμαξίμου,,,,,0
84184,π11220,προμαραίνω,v,----------,,,,,,0
84185,π11221,προμαρτύρομαι,v,----------,,,,,,0
84186,π11222,προμασάομαι,v,----------,,,,,,0
84187,π11223,προμάσσω,v,----------,,,,,,0
84189,π11225,προμάτωρ,n,----------,,,,,,0
84190,π11226,προμαχεῖα,n,n-p---nn2-,προμαχείων,,,,,0
84191,π11227,προμαχέω,v,----------,,,,,,0
84192,π11228,προμαχεών,n,n-s---mn3n,προμαχεῶνος,,,,,0
84193,π11229,προμαχητικός,a,aps---mn1-,προμαχητικός προμαχητική προμαχητικόν,,,,,0
84194,π11230,προμαχίζω,v,----------,,,,,,0
84195,π11231,προμαχιόνιον,n,----------,,,,,,0
84196,π11232,προμάχομαι,v,----------,,,,,,0
84197,π11233,προμαχόρμα,n,n-s---fn1l,προμαχόρμας,,,,,0
84198,π11234,πρόμαχος,a,aps---cn2-,πρόμαχος πρόμαχος πρόμαχον,,,,,0
84199,π11235,προμεθίημι,v,----------,,,,,,0
84200,π11236,προμεθύσκομαι,v,----------,,,,,,0
84201,π11237,προμείγνυμι,v,----------,,,,,,0
84202,π11238,προμελαίνομαι,v,----------,,,,,,0
84203,π11239,προμελετάω,v,----------,,,,,,0
84204,,Προμένειος,n,----------,,,,,,0
84205,π11240,προμερίζω,v,----------,,,,,,0
84206,π11241,προμεριμνάω,v,----------,,,,,,0
84207,π11242,προμεσόζευξις,n,n-s---fn3v,προμεσοζευξέως,,,,,0
84209,π11244,προμεταβάλλω,v,----------,,,,,,0
84210,π11245,προμεταλλαγή,n,n-s---fn1e,προμεταλλαγῆς,,,,,0
84211,π11246,προμετρέω,v,----------,,,,,,0
84212,π11247,προμέτρης,n,n-s---mn1e,προμέτρου,,,,,0
84213,π11248,προμετρητής,n,n-s---mn1e,προμετρητού,,,,,0
84214,π11249,προμετρητός,a,aps---mn1-,προμετρητός προμετρητή προμετρητόν,,,,,0
84215,π11250,πρόμετρος,a,aps---cn2-,πρόμετρος πρόμετρος πρόμετρον,,,,,0
84216,π11251,προμετωπίδιος,a,aps---cn2-,προμετωπίδιος προμετωπίδιος προμετωπίδιον,,,,,0
84217,π11252,προμετωπίς,n,n-s---fn3d,προμετωπίδος,,,,,0
84218,π11253,προμέτωπος,a,aps---cn2-,προμέτωπος προμέτωπος προμέτωπον,,,,,0
84219,π11254,προμήθεια,n,----------,,,,,,0
84221,π11256,προμηθέομαι,v,----------,,,,,,0
84222,π11257,προμηθεύομαι,v,----------,,,,,,0
84223,π11258,προμηθεύς,n,----------,,,,,,0
84224,π11259,προμηθευτικός,a,aps---mn1-,προμηθευτικός προμηθευτική προμηθευτικόν,,,,,0
84225,π11260,προμηθής,a,aps---cn5s,προμηθής προμηθής προμηθές,,,,,0
84227,π11262,προμηθία,n,----------,,,,,,0
84228,π11263,προμηθικῶς,r,----------,,,,,,0
84230,π11265,προμηκικῶς,r,----------,,,,,,0
84231,π11266,προμηλόω,v,----------,,,,,,0
84232,π11267,προμηνηταιος,n,----------,,,,,,0
84233,π11268,προμήνυσις,n,n-s---fn3v,προμηνυσέως,,,,,0
84234,π11269,προμηνυτής,n,n-s---mn1e,προμηνυτού,,,,,0
84235,π11270,προμηνύτρια,n,n-s---fn1s,προμηνύτριας,,,,,0
84236,π11271,προμηνύω,v,----------,,,,,,0
84237,π11272,προμήτωρ,n,n-s---fn3r,προμήτορος,,,,,0
84238,π11273,προμηχανάομαι,v,----------,,,,,,0
84239,π11274,προμιαίνω,v,----------,,,,,,0
84240,π11275,προμίγνυμι,v,----------,,,,,,0
84241,π11276,προμικκιχιδδόμενος,n,----------,,,,,,0
84242,π11277,προμιμνήσκω,v,----------,,,,,,0
84243,π11278,προμισθόομαι,v,----------,,,,,,0
84244,π11279,προμίσθωσις,n,n-s---fn3v,προμισθωσέως,,,,,0
84245,π11280,προμισθωτής,n,n-s---mn1e,προμισθωτού,,,,,0
84246,π11281,προμνάμων,n,n-s---mn3n,προμνάμονος,,,,,0
84247,π11282,προμνάομαι,v,----------,,,,,,0
84248,π11283,προμνημονεύω,v,----------,,,,,,0
84249,π11284,προμνηστεύομαι,v,----------,,,,,,0
84251,π11286,προμνηστῖνοι,a,----------,,,,,,0
84252,π11287,προμνήστρια,n,n-s---fn1s,προμνήστριας,,,,,0
84253,π11290,πρόμοιρος,a,aps---cn2-,πρόμοιρος πρόμοιρος πρόμοιρον,,,,,0
84254,π11291,προμοιχεύω,v,----------,,,,,,0
84255,π11292,προμολεῖν,n,----------,,,,,,0
84256,π11293,προμολή,n,n-s---fn1e,προμολῆς,,,,,0
84257,π11294,πρόμος,n,n-s---mn2-,πρόμου,,,,,0
84258,π11295,προμόσχευσις,n,n-s---fn3v,προμοσχευσέως,,,,,0
84259,π11296,προμοσχεύω,v,----------,,,,,,0
84260,π11297,πρόμουλον,n,n-s---nn2-,προμούλου,,,,,0
84261,π11298,προμοχθέω,v,----------,,,,,,0
84262,π11299,πρόμοχθοι,n,n-p---mn2-,προμόχθων,,,,,0
84263,π11300,προμυέω,v,----------,,,,,,0
84264,π11301,προμύησις,n,n-s---fn3v,προμυησέως,,,,,0
84265,π11302,προμυθία,n,----------,,,,,,0
84266,π11288,προμνθίκτρια,n,n-s---fn1s,προμνθίκτριας,,,,,0
84267,π11303,προμύθιον,n,n-s---nn2-,προμυθίου,,,,,0
84268,π11304,προμυκτήριον,n,----------,,,,,,0
84269,π11305,προμυλαία,n,n-s---fn1l,προμυλαίας,,,,,0
84270,π11306,προμύλιος,n,----------,,,,,,0
84271,π11307,προμυλλαίνω,v,----------,,,,,,0
84272,π11308,προμυρίζω,v,----------,,,,,,0
84273,π11309,προμύσσω,v,----------,,,,,,0
84275,π11311,προμυχθίζω,v,----------,,,,,,0
84276,π11312,πρόμωλον,n,n-s---nn2-,προμώλου,,,,,0
84277,π11313,πρόναος,a,aps---mn1-,πρόναος πρόναα πρόναον,,aps---fn1-=προνάη,,,0
84278,π11314,προναυκληρέω,v,----------,,,,,,0
84279,π11315,προναύκληρος,n,n-s---mn2-,προναυκλήρου,,,,,0
84280,π11316,προναυμαχέω,v,----------,,,,,,0
84281,π11317,προνέμω,v,----------,,,,,,0
84283,π11319,προνεύω,v,----------,,,,,,0
84284,π11320,προνέω,n,----------,,,,,,0
84285,π11321,προνέω,v,----------,,,,,,0
84286,π11322,πρόνεως,n,----------,,,,,,0
84287,π11323,προνήσιον,n,n-s---nn2-,προνησίου,,,,,0
84288,π11324,προνηστεύω,v,----------,,,,,,0
84289,π11325,προνήχομαι,v,----------,,,,,,0
84290,π11326,προνίζω,v,----------,,,,,,0
84291,π11327,προνικάω,v,----------,,,,,,0
84292,π11328,προνιτρόω,v,----------,,,,,,0
84294,π11330,προνοέω,v,----------,,,,,,0
84295,π11331,προνοησία,n,n-s---fn1l,προνοησίας,,,,,0
84296,π11332,προνοητέον,v,----------,,,,,,0
84297,π11333,προνοητεύω,v,----------,,,,,,0
84298,π11334,προνοητής,n,n-s---mn1e,προνοητού,,,,,0
84299,π11335,προνοητικός,a,aps---mn1-,προνοητικός προνοητική προνοητικόν,,,,,0
84300,π11336,πρόνοια,n,n-s---fn1s,πρόνοιας,,,/pró.noi̯.a/,,0
84301,π11337,προνομαία,n,n-s---fn1l,προνομαίας,,,,,0
84302,π11338,προνομεία,n,n-s---fn1l,προνομείας,,,,,0
84303,π11339,προνομευτής,n,n-s---mn1e,προνομευτού,,,,,0
84304,π11340,προνομεύω,v,----------,,,,,,0
84305,π11341,προνομή,n,n-s---fn1e,προνομῆς,,,,,0
84306,π11342,προνομία,n,n-s---fn1l,προνομίας,,,,,0
84307,π11343,προνόμιον,n,n-s---nn2-,προνομίου,,,,,0
84308,π11344,προνομοθετέω,v,----------,,,,,,0
84310,π11346,πρόνοος,a,aps---cn2-,πρόνοος πρόνοος πρόνοον,,πρόνους πρόνους πρόνουν,,,0
84311,π11347,προνοσέω,v,----------,,,,,,0
84312,π11348,προνοτίζω,v,----------,,,,,,0
84313,π11349,προνουμηνία,n,n-s---fn1l,προνουμηνίας,,,,,0
84314,π11350,προνύμφιος,a,aps---cn2-,προνύμφιος προνύμφιος προνύμφιον,,,,,0
84315,π11351,προνύξ,r,----------,,,,,,0
84316,π11352,προνύττω,v,----------,,,,,,0
84317,π11353,προνωπής,a,aps---cn5s,προνωπής προνωπής προνωπές,,,,,0
84318,π11354,προνώπια,n,n-p---nn2-,προνωπίων,,,,,0
84319,π11355,πρόξ,a,----------,,,,,,0
84320,π11356,πρόξεινος,n,n-s---mn2-,προξείνου,,,,,0
84321,π11357,προξενέω,v,----------,,,,,,0
84322,π11358,προξένησις,n,n-s---fn3v,προξενησέως,,,,,0
84323,π11359,προξενητής,n,n-s---mn1e,προξενητού,,,/prok.se.nɛː.tɛ̌ːs/,,0
84325,π11361,προξενήτρια,n,----------,,,,,,0
84326,π11362,προξενία,n,n-s---fn1l,προξενίας,,,,,0
84327,π11363,προξενίζω,v,----------,,,,,,0
84328,π11365,πρόξενος,n,n-s---mn2-,προξένου,,,/prók.se.nos/,,0
84329,π11364,προξενόομαι,v,----------,,,,,,0
84330,π11366,προξηραίνω,v,----------,,,,,,0
84331,π11367,προξηροτριβέομαι,v,----------,,,,,,0
84332,π11368,προξυράω,v,----------,,,,,,0
84333,π11369,προξύρησις,n,n-s---fn3v,προξυρησέως,,,,,0
84334,π11370,προξυρητέον,a,----------,,,,,,0
84335,π11371,προξυρίζω,v,----------,,,,,,0
84336,π11372,προογκάομαι,v,----------,,,,,,0
84337,π11373,προόδευσις,n,n-s---fn3v,προοδευσέως,,,,,0
84339,π11375,προοδηγός,n,----------,,,,,,0
84340,π11376,προόδια,n,----------,,,,,,0
