id,uri,lemma,pos,morpho,principal_parts,prosody,validated
4096,α04746,ἀλληγορία,n,n-s---fn1l,ἀλληγορίας,ἀλληγορία,0
4102,α04751,ἀλληλαϝεμία,n,n-s---fn1l,ἀλληλαϝεμίας,ἀλληλαϝεμία,0
4109,α04759,ἀλληλοκληρονομία,n,n-s---fn1l,ἀλληλοκληρονομίας,ἀλληλοκληρονομία,0
4139,α04789,ἄλλιτος,a,aps---cn2-,ἄλλιτος ἄλλιτος ἄλλιτον,ἄλλιτος,0
4152,α04803,ἀλλόδοξος,a,aps---cn2-,ἀλλόδοξος ἀλλόδοξος ἀλλόδοξον,ἀλλόδοξος,0
4193,α04844,ἀλλοτέρμων,a,aps---cn3n,ἀλλοτέρμων ἀλλοτέρμων ἀλλοτέρμον,ἀλλοτέρμων,0
4199,α04849,ἀλλοτριολογέω,v,----------,,ἀλλοτριολογέω,0
4247,α04898,ἁλμαία,n,n-s---fn1l,ἁλμαίας,ἁλμαία,0
4249,α04900,ἁλματίας,n,n-s---mn1a,ἁλματίου,ἁλματίας,0
4255,α04906,ἁλμήεις,a,aps---mn4i,ἁλμήεις ἁλμήεσσα ἁλμήεν,ἁλμήεις,0
4276,α04927,ἀλόγητος,a,aps---cn2-,ἀλόγητος ἀλόγητος ἀλόγητον,ἀλόγητος,0
4304,α04955,ἀλόητρα,n,n-p---nn2-,ἀλοήτρων,ἀλόητρα,0
4306,α04957,ἁλοθήκη,n,n-s---fn1e,ἁλοθήκης,ἁλοθήκη,0
4321,α04972,ἁλοπήγιον,n,n-s---nn2-,ἁλοπηγίου,ἁλοπήγιον,0
4336,α04986,ἁλουργής,a,aps---cn5s,ἁλουργής ἁλουργής ἁλουργές,ἁλουργής,0
4359,α05008,ἀλσίνη,n,n-s---fn1e,ἀλσίνης,ἀλσίνη,0
4364,α05014,ἀλσοκομικός,a,aps---mn1-,ἀλσοκομικός ἀλσοκομική ἀλσοκομικόν,ἀλσοκομικός,0
4400,α05049,ἁλυσίδετος,a,aps---cn2-,ἁλυσίδετος ἁλυσίδετος ἁλυσίδετον,ἁλυσίδετος,0
3743,α04407,ἀλεξιάρη,n,n-s---fn1e,ἀλεξιάρης,ἀλεξιάρη,0
5407,α06039,ἀμφιθάλασσος,a,aps---cn2-,ἀμφιθάλασσος ἀμφιθάλασσος ἀμφιθάλασσον,ἀμφιθάλασσος,0
3776,α04440,ἀλεύκαντος,a,aps---cn2-,ἀλεύκαντος ἀλεύκαντος ἀλεύκαντον,ἀλεύκαντος,0
4468,α05114,ἁλώδης,a,----------,,ἁλώδης,0
4487,α05132,ἀλωπέκειος,a,aps---mn1-,ἀλωπέκειος ἀλωπέκεια ἀλωπέκειον,ἀλωπέκειος,0
5426,α06059,ἀμφιθύσανος,a,aps---cn2-,ἀμφιθύσανος ἀμφιθύσανος ἀμφιθύσανον,ἀμφιθύσανος,0
4516,,Ἀμαζονομαχία,n,n-s---fn1l,Ἀμαζονομαχίας,Ἀμαζονομαχία,0
4523,α05167,ἀμαθῖτις,n,----------,,ἀμαθῖτις,0
4525,α05169,ἀμαθώδης,a,aps---cn3s,ἀμαθώδης ἀμαθώδης ἀμαθώ͂δες,ἀμαθώδης,0
4544,α05186,ἀμαλλοδετήρ,n,n-s---mn3r,ἀμαλλοδετῆρος,ἀμαλλοδετήρ,0
4577,α05219,ἁμαξίς,n,n-s---fn3d,ἁμαξίδος,ἁμαξίς,0
4580,α05221,ἁμαξιτός,a,aps---cn2-,ἁμαξιτός ἁμαξιτός ἁμαξήλατον,ἁμαξιτός,0
4627,α05268,ἁμαρτωλός,a,aps---cn2l,ἁμαρτωλός ἁμαρτωλός ἁμαρτωλόν,ἁμαρτωλός,0
4632,α05274,ἀμαστίγωτος,a,aps---cn2-,ἀμαστίγωτος ἀμαστίγωτος ἀμαστίγωτον,ἀμαστίγωτος,0
4665,α05308,ἄμβη,n,n-s---fn1e,ἄμβης,ἄμβη,0
4680,α05323,ἀμβλυόχρους,a,aps---cn5d,ἀμβλυόχρους ἀμβλυόχρους ἀμβλυόχρουν,ἀμβλυόχρους,0
4687,α05330,ἀμβλυχειλής,a,aps---cn5s,ἀμβλυχειλής ἀμβλυχειλής ἀμβλυχειλές,ἀμβλυχειλής,0
4715,α05358,ἀμβολιεργός,a,aps---cn2-,ἀμβολιεργός ἀμβολιεργός ἀμβολιεργόν,ἀμβολιεργός,0
4726,α05367,ἄμβροτος,a,aps---cn2-,ἄμβροτος ἄμβροτος ἄμβροτον,ἄμβροτος,0
4732,α05374,ἀμέγαρτος,a,aps---cn2-,ἀμέγαρτος ἀμέγαρτος ἀμέγαρτον,ἀμέγαρτος,0
4734,α05376,ἀμέθεκτος,a,aps---cn2-,ἀμέθεκτος ἀμέθεκτος ἀμέθεκτον,ἀμέθεκτος,0
4760,α05402,ἀμείωτος,a,aps---cn2-,ἀμείωτος ἀμείωτος ἀμείωτον,ἀμείωτος,0
4781,α05405,ἀμελῴδητος,a,aps---cn2-,ἀμελῴδητος ἀμελῴδητος ἀμελῴδητον,ἀμελῴδητος,0
4792,α05435,ἀμενθήριστος,a,aps---cn2-,ἀμενθήριστος ἀμενθήριστος ἀμενθήριστον,ἀμενθήριστος,0
4825,α05468,ἀμεταμίσθωτος,a,aps---cn2-,ἀμεταμίσθωτος ἀμεταμίσθωτος ἀμεταμίσθωτον,ἀμεταμίσθωτος,0
4827,α05470,ἀμετάπειστος,a,aps---cn2-,ἀμετάπειστος ἀμετάπειστος ἀμετάπειστον,ἀμετάπειστος,0
4860,α05503,ἀμευσίπορος,a,aps---cn2-,ἀμευσίπορος ἀμευσίπορος ἀμευσίπορον,ἀμευσίπορος,0
4868,α05511,ἀμήρυτος,a,aps---cn2-,ἀμήρυτος ἀμήρυτος ἀμήρυτον,ἀμήρυτος,0
4878,α05521,ἀμηχανής,a,aps---cn5s,ἀμηχανής ἀμηχανής ἀμηχανές,ἀμηχανής,0
4920,α05563,ἀμίστυλλος,a,aps---cn2-,ἀμίστυλλος ἀμίστυλλος ἀμίστυλλον,ἀμίστυλλος,0
4938,α05581,ἀμμόγειος,a,aps---mn1-,ἀμμόγειος ἀμμόγεια ἀμμόγειον,ἀμμόγειος,0
4966,α05607,ἀμνεῖος,a,aps---mn1-,ἀμνεῖος ἀμνεῖα ἀμνεῖον,ἀμνεῖος,0
4974,α05615,ἀμνησικάκητος,a,aps---cn2-,ἀμνησικάκητος ἀμνησικάκητος ἀμνησικάκητον,ἀμνησικάκητος,0
4986,α05626,ἀμνοφόρος,a,aps---cn2-,ἀμνοφόρος ἀμνοφόρος ἀμνοφόρον,ἀμνοφόρος,0
4444,α05093,ἀλφιτηρός,a,aps---mn1-,ἀλφιτηρός ἀλφιτηρά ἀλφιτηρόν,ἀλφιτηρός,0
3744,α04408,ἀλεξιβέλεμνος,a,aps---cn2-,ἀλεξιβέλεμνος ἀλεξιβέλεμνος ἀλεξιβέλεμνον,ἀλεξιβέλεμνος,0
57432,κ08175,κτενιοποιός,n,----------,,κτενιοποιός,0
5446,α06079,ἀμφίκλαυτος,a,aps---cn2-,ἀμφίκλαυτος ἀμφίκλαυτος ἀμφίκλαυτον,ἀμφίκλαυτος,0
5456,α06089,ἀμφίκομος,a,aps---cn2-,ἀμφίκομος ἀμφίκομος ἀμφίκομον,ἀμφίκομος,0
5085,α05746,ἀμπελῖτις,n,n-s---fn3d,ἀμπελίτιδος,ἀμπελῖτις,0
5133,α05769,ἀμπρευτής,n,n-s---mn1e,ἀμπρευτού,ἀμπρευτής,0
5139,α05775,ἀμπυκτήριον,n,n-s---nn2-,ἀμπυκτηρίου,ἀμπυκτήριον,0
5148,α05785,ἀμυγδάλεος,a,aps---mn1-,ἀμυγδάλεος ἀμυγδάλεα ἀμυγδάλεον,ἀμυγδάλεος,0
5179,α05814,ἀμυκτικός,a,aps---mn1-,ἀμυκτικός ἀμυκτική ἀμυκτικόν,ἀμυκτικός,0
5191,α05826,ἀμύντειρα,n,n-s---fn1s,ἀμύντειρας,ἀμύντειρα,0
5202,α05837,ἄμυος,a,aps---cn2-,ἄμυος ἄμυος ἄμυον,ἄμυος,0
5249,α05884,ἀμφαραβέω,v,----------,,ἀμφαραβέω,0
5250,α05885,ἀμφαρίστερος,a,aps---cn2-,ἀμφαρίστερος ἀμφαρίστερος ἀμφαρίστερον,ἀμφαρίστερος,0
5277,α05912,ἀμφήριστος,a,aps---cn2-,ἀμφήριστος ἀμφήριστος ἀμφήριστον,ἀμφήριστος,0
5297,α05930,ἀμφιβληστρευτική,n,n-s---fn1e,ἀμφιβληστρευτικῆς,ἀμφιβληστρευτική,0
5303,α05936,ἀμφιβοάομαι,v,----------,,ἀμφιβοάομαι,0
5353,α05985,ἀμφίδηλος,a,aps---cn2-,ἀμφίδηλος ἀμφίδηλος ἀμφίδηλον,ἀμφίδηλος,0
5356,α05988,ἀμφιδήριτος,a,aps---cn2-,ἀμφιδήριτος ἀμφιδήριτος ἀμφιδήριτον,ἀμφιδήριτος,0
5387,α06019,ἀμφίεργος,a,aps---cn2-,ἀμφίεργος ἀμφίεργος ἀμφίεργον,ἀμφίεργος,0
5404,α06036,ἀμφίζωστος,a,aps---cn2-,ἀμφίζωστος ἀμφίζωστος ἀμφίζωστον,ἀμφίζωστος,0
5412,α06045,ἀμφιθέατρος,a,aps---cn2-,ἀμφιθέατρος ἀμφιθέατρος ἀμφιθέατρον,ἀμφιθέατρος,0
5443,α06076,ἀμφικέφαλος,a,aps---cn2-,ἀμφικέφαλος ἀμφικέφαλος ἀμφικέφαλον,ἀμφικέφαλος,0
5453,α06086,ἀμφίκοιλος,a,aps---cn2-,ἀμφίκοιλος ἀμφίκοιλος ἀμφίκοιλον,ἀμφίκοιλος,0
5460,α06093,ἀμφίκρανος,a,aps---cn2-,ἀμφίκρανος ἀμφίκρανος ἀμφίκρανον,ἀμφίκρανος,0
5489,α06119,ἀμφίλεκτος,a,aps---cn2-,ἀμφίλεκτος ἀμφίλεκτος ἀμφίλεκτον,ἀμφίλεκτος,0
5501,α06131,ἀμφιμάρπτω,v,----------,,ἀμφιμάρπτω,0
5533,α06163,ἀμφιπαγής,a,aps---cn5s,ἀμφιπαγής ἀμφιπαγής ἀμφιπαγές,ἀμφιπαγής,0
5554,α06184,ἀμφιπεριστέφομαι,v,----------,,ἀμφιπεριστέφομαι,0
5572,α06202,ἀμφίπληκτος,a,aps---cn2-,ἀμφίπληκτος ἀμφίπληκτος ἀμφίπληκτον,ἀμφίπληκτος,0
5603,α06233,ἀμφίρροπος,a,aps---cn2-,ἀμφίρροπος ἀμφίρροπος ἀμφίρροπον,ἀμφίρροπος,0
5614,α06245,ἀμφισβητηματικός,a,aps---mn1-,ἀμφισβητηματικός ἀμφισβητηματική ἀμφισβητηματικόν,ἀμφισβητηματικός,0
5651,α06282,ἀμφιτειχής,a,aps---cn5s,ἀμφιτειχής ἀμφιτειχής ἀμφιτειχές,ἀμφιτειχής,0
5659,α06290,ἀμφίτομος,a,aps---cn2-,ἀμφίτομος ἀμφίτομος ἀμφίτομον,ἀμφίτομος,0
5043,α05680,ἄμορος,a,aps---cn2-,ἄμορος ἄμορος ἄμορον,ἄμορος,0
16663,α00898,αὐτοβλάβη,a,----------,,αὐτοβλάβη,0
5079,α05715,ἀμπελικός,a,aps---mn1-,ἀμπελικός ἀμπελική ἀμπελικόν,ἀμπελικός,0
5760,α06386,ἄνα,n,n-s---fn1l,ἄνας,ἄνα,0
5469,,Ἀμφικτυονίς,n,n-s---fn3d,Ἀμφικτυονίδος,Ἀμφικτυονίς,0
46903,θ01507,θυλάκιον,n,n-s---nn2-,θυλακίου,θυλάκιον,0
5769,α06398,ἀναβαίνω,v,----------,,ἀναβαίνω,0
5810,α06439,ἀναβόησις,n,n-s---fn3v,ἀναβοησέως,ἀναβόησις,0
5817,α06446,ἀναβολικός,a,aps---mn1-,ἀναβολικός ἀναβολική ἀναβολικόν,ἀναβολικός,0
5818,α06447,ἀναβόλιμος,a,aps---cn2-,ἀναβόλιμος ἀναβόλιμος ἀναβόλιμον,ἀναβόλιμος,0
5844,α06473,ἀναγαργάριστον,n,n-s---nn2-,ἀναγαργαρίστου,ἀναγαργάριστον,0
5857,α06486,ἀναγεννητικός,a,aps---mn1-,ἀναγεννητικός ἀναγεννητική ἀναγεννητικόν,ἀναγεννητικός,0
5869,α06496,ἀναγκαιότης,n,n-s---fn3t,ἀναγκαιότητος,ἀναγκαιότης,0
5917,α06546,ἀνάγραπτος,a,aps---cn2-,ἀνάγραπτος ἀνάγραπτος ἀνάγραπτον,ἀνάγραπτος,0
5931,α06560,ἀναγχίστευτος,a,aps---cn2-,ἀναγχίστευτος ἀναγχίστευτος ἀναγχίστευτον,ἀναγχίστευτος,0
5958,α06587,ἀναδεκτικός,a,aps---mn1-,ἀναδεκτικός ἀναδεκτική ἀναδεκτικόν,ἀναδεκτικός,0
5969,α06598,ἀνάδεσις,n,n-s---fn3v,ἀναδεσέως,ἀνάδεσις,0
5973,α06602,ἀνάδετος,a,aps---cn2-,ἀνάδετος ἀνάδετος ἀνάδετον,ἀνάδετος,0
5994,α06623,ἀναδιπλασιασμός,n,----------,,ἀναδιπλασιασμός,0
6006,α06635,ἀναδοτικός,a,aps---mn1-,ἀναδοτικός ἀναδοτική ἀναδοτικόν,ἀναδοτικός,0
6026,α06655,ἀναέξω,v,----------,,ἀναέξω,0
6038,α06667,ἀναζήτησις,n,n-s---fn3v,ἀναζητησέως,ἀναζήτησις,0
6055,α06684,ἀναζωπύρωσις,n,n-s---fn3v,ἀναζωπυρωσέως,ἀναζωπύρωσις,0
6080,α06709,ἀναθεώρησις,n,n-s---fn3v,ἀναθεωρησέως,ἀναθεώρησις,0
6083,α06712,ἀνάθημα,n,n-s---nn3t,ἀναθήματος,ἀνάθημα,0
6115,α06744,ἀναιδήμων,a,aps---cn2-,ἀναιδήμων ἀναιδήμων ἀνάθρεπτον,ἀναιδήμων,0
6136,α06765,ἀναίνομαι,v,----------,,ἀναίνομαι,0
6137,α06766,ἀναίρεμα,n,n-s---nn3t,ἀναιρέματος,ἀναίρεμα,0
6177,α06806,ἀνακαθαρτικός,a,aps---mn1-,ἀνακαθαρτικός ἀνακαθαρτική ἀνακαθαρτικόν,ἀνακαθαρτικός,0
6185,α06814,ἀνακαίνωσις,n,n-s---fn3v,ἀνακαινωσέως,ἀνακαίνωσις,0
6197,α06826,ἀνακαμπτικός,a,aps---mn1-,ἀνακαμπτικός ἀνακαμπτική ἀνακαμπτικόν,ἀνακαμπτικός,0
6221,α06847,ἀνάκεστος,a,aps---cn2-,ἀνάκεστος ἀνάκεστος ἀνάκεστον,ἀνάκεστος,0
6239,ϝ00001,ϝανακισία,n,----------,,ϝανακισία,0
6245,α06869,ἀνάκλαστος,a,aps---cn2-,ἀνάκλαστος ἀνάκλαστος ἀνάκλαστον,ἀνάκλαστος,0
6286,α06910,ἀνακοινωτέος,a,aps---mn1-,ἀνακοινωτέος ἀνακοινωτέα ἀνακοινωτέον,ἀνακοινωτέος,0
6293,α06917,ἀνακολούθητος,a,aps---cn2-,ἀνακολούθητος ἀνακολούθητος ἀνακολούθητον,ἀνακολούθητος,0
5704,α06334,ἀμφορείδιον,n,n-s---nn2-,ἀμφορειδίου,ἀμφορείδιον,0
5066,α05702,ἀμπαιστήρ,n,n-s---mn3r,ἀμπαιστῆρος,ἀμπαιστήρ,0
5759,α06387,ἄνα,n,----------,,ἄνα,0
5477,α06106,ἀμφικύπελλος,a,aps---cn2-,ἀμφικύπελλος ἀμφικύπελλος ἀμφικύπελλον,ἀμφικύπελλος,0
5493,α06123,ἀμφιλογία,n,n-s---fn1l,ἀμφιλογίας,ἀμφιλογία,0
6400,α07022,ἀναλειόω,v,----------,,ἀναλειόω,0
6408,α07030,ἀνάλεκτος,a,aps---cn2-,ἀνάλεκτος ἀνάλεκτος ἀνάλεκτον,ἀνάλεκτος,0
6429,α07051,ἀνάλλακτος,a,aps---cn2-,ἀνάλλακτος ἀνάλλακτος ἀνάλλακτον,ἀνάλλακτος,0
6449,α07071,ἀνάλογος,a,aps---cn2-,ἀνάλογος ἀνάλογος ἀνάλογον,ἀνάλογος,0
6456,α07078,ἄναλτος,a,aps---cn2-,ἄναλτος ἄναλτος ἄναλτον,ἄναλτος,0
6502,α07124,ἀνάμεσος,a,aps---cn2-,ἀνάμεσος ἀνάμεσος ἀνάμεσον,ἀνάμεσος,0
6520,α07142,ἀναμίλλητος,a,aps---cn2-,ἀναμίλλητος ἀναμίλλητος ἀναμίλλητον,ἀναμίλλητος,0
6546,α07168,ἀναμπέχονος,a,aps---cn2-,ἀναμπέχονος ἀναμπέχονος ἀναμπέχονον,ἀναμπέχονος,0
6555,α07177,ἀναμφίλεκτος,a,aps---cn2-,ἀναμφίλεκτος ἀναμφίλεκτος ἀναμφίλεκτον,ἀναμφίλεκτος,0
6593,α07215,ἀνανταπόδοτος,a,aps---cn2-,ἀνανταπόδοτος ἀνανταπόδοτος ἀνανταπόδοτον,ἀνανταπόδοτος,0
6602,α07224,ἀναντιφώνητος,a,aps---cn2-,ἀναντιφώνητος ἀναντιφώνητος ἀναντιφώνητον,ἀναντιφώνητος,0
6621,α07242,ἀναξιόλογος,a,aps---cn2-,ἀναξιόλογος ἀναξιόλογος ἀναξιόλογον,ἀναξιόλογος,0
6662,α07283,ἀναπαυματικός,a,aps---mn1-,ἀναπαυματικός ἀναπαυματική ἀναπαυματικόν,ἀναπαυματικός,0
6693,α07314,ἀναπηρία,n,n-s---fn1l,ἀναπηρίας,ἀναπηρία,0
6709,α07330,ἀναπισσόω,v,----------,,ἀναπισσόω,0
6713,α07334,ἀναπλάκητος,a,aps---cn2-,ἀναπλάκητος ἀναπλάκητος ἀναπλάκητον,ἀναπλάκητος,0
6735,α07356,ἀναπληρωτικός,a,aps---mn1-,ἀναπληρωτικός ἀναπληρωτική ἀναπληρωτικόν,ἀναπληρωτικός,0
6756,α07377,ἀναπόδεικτος,a,aps---cn2-,ἀναπόδεικτος ἀναπόδεικτος ἀναπόδεικτον,ἀναπόδεικτος,0
6760,α07381,ἀναποδίζω,v,----------,,ἀναποδίζω,0
6763,α07384,ἀναποδιστικός,a,aps---mn1-,ἀναποδιστικός ἀναποδιστική ἀναποδιστικόν,ἀναποδιστικός,0
6784,α07405,ἀναπολόγητος,a,aps---cn2-,ἀναπολόγητος ἀναπολόγητος ἀναπολόγητον,ἀναπολόγητος,0
6805,α07426,ἀναπούλωτος,a,aps---cn2-,ἀναπούλωτος ἀναπούλωτος ἀναπούλωτον,ἀναπούλωτος,0
